ID	Tweet	Affect Dimension	Intensity Class
2018-Es-03547	@ObservadBinario Por costoso en avión y peligroso por tierra	sadness	0: no se infieren niveles de tristeza
2018-Es-04967	Devuelvanme a mis amigas solteras 😭	sadness	1: se infiere un bajo grado de tristeza
2018-Es-00225	Siempre que veo películas en netflix con alguien elijo una que ya vi o que parezca aburrida porque sé que no la voy a ver 🔥👀	sadness	0: no se infieren niveles de tristeza
2018-Es-04143	6TA⬆ 🚨¡HR SOLITARIO DE BELLAZETÍN!🚨 #ÁguilaDeVeracruz 2-9 #Sultanes ¡Vamos Rojos!🙌 #XSiempreÁguila ⚪🔴⚾💪	sadness	0: no se infieren niveles de tristeza
2018-Es-05269	Recuerdo insultar a Miare jajajajajajajajajajajajajajaajjajajajaajajajajajajaja no soy para más. Pero del lado oscuro se sale.	sadness	0: no se infieren niveles de tristeza
2018-Es-02443	@Lupitaaa27 @SofiaHdz1724 Jajaja i was a little but eres mi amiga no me enojo para siempre 🙄🌚	sadness	0: no se infieren niveles de tristeza
2018-Es-01241	Creí que dejar de fumar weed durante el día me haría sentirme less shitty y más productiva pero veeerga es demasiado aburrido estar sobria	sadness	1: se infiere un bajo grado de tristeza
2018-Es-01543	Tormenta con truenos 😭 	sadness	1: se infiere un bajo grado de tristeza
2018-Es-02554	Te doy unos cinco pesitos si me das un masajito 🙁	sadness	0: no se infieren niveles de tristeza
2018-Es-03797	Quiero regresar al #iOS10 	sadness	0: no se infieren niveles de tristeza
2018-Es-05593	@Viejastirpe Además no necesita haber pelea de por medio.	sadness	0: no se infieren niveles de tristeza
2018-Es-00080	odio ser tan desconfiado firme	sadness	1: se infiere un bajo grado de tristeza
2018-Es-01814	Como cuando le dices a tu mamá que la amas pero te deje en visto 😟	sadness	2: se infiere un grado moderado de tristeza
2018-Es-05186	@Twt_Nervous Y mar y 	sadness	0: no se infieren niveles de tristeza
2018-Es-06594	Estoy llorando pero no tengo cara para pedirte perdón, enserio lo siento	sadness	3: se infiere un grado alto de tristeza
2018-Es-00866	@NTN24 Lamentable ...Sin embargo...llama la atención entre los últimos duelos del mundo del rock que hayan sido causa de suicidios	sadness	2: se infiere un grado moderado de tristeza
2018-Es-00071	Cuando estes cansada de su inmadurez, aquí te esperaré...	sadness	1: se infiere un bajo grado de tristeza
2018-Es-00551	va mejor venganza contra quien rompio tu corazon, es demostrar que eres nerfectamente capaz de ser feliz sin el/ella.	sadness	2: se infiere un grado moderado de tristeza
2018-Es-01740	Que cansada estoy 😢	sadness	2: se infiere un grado moderado de tristeza
2018-Es-01686	estoy a nada de ponerme a llorar en el pasillo de desodorantes y shampoo	sadness	2: se infiere un grado moderado de tristeza
2018-Es-05334	Ojalá de contrabando, de reojo alguien lea...por lo menos no tendré seguidores pero me leen.sino es muy aburrido todo esto.	sadness	1: se infiere un bajo grado de tristeza
2018-Es-03678	Con la facilidad que ciertas personas me cambian el humor es tremendo.	sadness	0: no se infieren niveles de tristeza
2018-Es-02426	Hoy mi papá me dijo que está preocupado porque aún no tengo novio 😂🤷🏻‍♀️💔	sadness	0: no se infieren niveles de tristeza
2018-Es-01796	Me verás volar, por la ciudad de la furia... Donde nadie sabe de mí, y yo soy parte de todos.	sadness	1: se infiere un bajo grado de tristeza
2018-Es-01909	No quisiera sentir celos pero lamentablemente no se me da.	sadness	1: se infiere un bajo grado de tristeza
2018-Es-00571	Algunos tienen más de lo que merecen, lamentablemente siempre va a ser así.	sadness	2: se infiere un grado moderado de tristeza
2018-Es-01588	Simplemente corruptos e infames los diputados, cubriendo sus espaldas #NoMásCorrupción #enojado #triste #Guatemala	sadness	1: se infiere un bajo grado de tristeza
2018-Es-00589	Ya ni se por donde empezar. 😥	sadness	1: se infiere un bajo grado de tristeza
2018-Es-03501	@VnzlaLinfoma1 @gladyseijas por supuesto q es serio!!	sadness	0: no se infieren niveles de tristeza
2018-Es-04172	Tengo tremendas ganas de salir a caminar ahora pa sacarme un poco la decepción y el enojo y pensar bien q voy a hacer	sadness	2: se infiere un grado moderado de tristeza
2018-Es-03159	Si eres tranquilo y confiado, o miedoso y con baja autoestima, depende de la dopamina (hormona del placer).	sadness	1: se infiere un bajo grado de tristeza
2018-Es-06280	No superó más la cara de la enana cuando perdió el celular y después fue a buscarlo y lo encontró	sadness	0: no se infieren niveles de tristeza
2018-Es-00915	Estoy tan aburrida😩	sadness	1: se infiere un bajo grado de tristeza
2018-Es-02707	Me acordé de una foto, me puse a buscarla, vi todo el álbum y boom. Nostalgia.	sadness	2: se infiere un grado moderado de tristeza
2018-Es-00637	Estoy muriendo de sueño 	sadness	0: no se infieren niveles de tristeza
2018-Es-01907	Perdió juventud Unida. En misiones se grita como un gol!	sadness	0: no se infieren niveles de tristeza
2018-Es-05067	What, me despertó alto relámpago ahora no duermo más 😭 	sadness	0: no se infieren niveles de tristeza
2018-Es-02602	Cuánta razón tiene mi hermana 😭 No todos están dispuestos...	sadness	1: se infiere un bajo grado de tristeza
2018-Es-00614	Lamentablemente, sí, lo conozco. —Ni se ha molestado en apartarle, le da un poco igual que se apoye en él.—	sadness	1: se infiere un bajo grado de tristeza
2018-Es-00227	Esta alarma está establecida para dentro de 4 hs y 12 min, estoy llorando	sadness	3: se infiere un grado alto de tristeza
2018-Es-01447	@javo_naranja18 Nombre, con esos 2 tenemos. Lo de Mora no es tan grave y confío en que caute despierte esta temporada	sadness	0: no se infieren niveles de tristeza
2018-Es-05304	fina pero en la cama tremenda sata	sadness	0: no se infieren niveles de tristeza
2018-Es-00513	@alejandromesias Justo eso quiero evitar... la tristeza!	sadness	3: se infiere un grado alto de tristeza
2018-Es-00128	Este tweet esta deprimido por muchos recuerdos:(	sadness	3: se infiere un grado alto de tristeza
2018-Es-06213	Me estoy empezando a asustar.	sadness	1: se infiere un bajo grado de tristeza
2018-Es-00518	#RecuerdosDeChibolo ser el mas tímido de mi clase 😌😌😌	sadness	0: no se infieren niveles de tristeza
2018-Es-02840	@yeyoadbm @MConsuelofg @Pamelafy @Interpanic Oye que terrible esta gente.	sadness	1: se infiere un bajo grado de tristeza
2018-Es-06534	@fedeedelseri QUE DEPRESIÓN	sadness	3: se infiere un grado alto de tristeza
2018-Es-01166	Un mes separados mamita linda!! Te extraño 😭	sadness	3: se infiere un grado alto de tristeza
2018-Es-03100	@JHarryStylinson *c va a amenazar gente para conseguir un dm larry* ahr 😂😂💜💜todo por ustedes 💜	sadness	0: no se infieren niveles de tristeza
2018-Es-05059	Y si ya no me quiere? 	sadness	2: se infiere un grado moderado de tristeza
2018-Es-03610	En momentos de cansancio como este me dan ganas de renunciar	sadness	1: se infiere un bajo grado de tristeza
2018-Es-04655	@LeSet_ @_XpressTV Ahora solo existe en mi memoria 	sadness	1: se infiere un bajo grado de tristeza
2018-Es-04266	#GÉMINIS: ¿que por qué eres el mejor signo? porque sin ti, todo es más aburrido de lo normal, das esa chispa de locura a cualquier fiesta	sadness	0: no se infieren niveles de tristeza
2018-Es-03982	Ese terrible momento cuando ya por fin te acomodas en tu cama y...te dan ganas de orinar 😢	sadness	1: se infiere un bajo grado de tristeza
2018-Es-03215	@Enanin_V Tristemente sí :(	sadness	3: se infiere un grado alto de tristeza
2018-Es-00713	@Heberlizeth @JESUSESA Que terrible dolor la pérdida de un hijo y peor aún cuando es asesinado impunemente.	sadness	3: se infiere un grado alto de tristeza
2018-Es-05372	Mis días estaban muy lindos pero con lo de hoy quede mas triste😣 a levantar cabeza y seguir, vamos rojo!	sadness	3: se infiere un grado alto de tristeza
2018-Es-02456	@JavierLopezDiaz Semáforo dañado en 31 ote y 14 sur. El verde no dura ni 5 segundos. Genera tráfico.	sadness	0: no se infieren niveles de tristeza
2018-Es-01844	Nací con el viejo Linkin Park, y a pesar de que ya no era partídiario de su nuevo sonido, siempre los admiré como banda.   Descansa (1/2)	sadness	1: se infiere un bajo grado de tristeza
2018-Es-01428	A mí realmente me dio pena la muerte de Cornell y #ChesterBennington	sadness	2: se infiere un grado moderado de tristeza
2018-Es-00146	La reflexión que nos deja el video de silvestre es que, A Otro Nivel es otro programa de la televisión Colombiana que es pregrabado. #Triste	sadness	1: se infiere un bajo grado de tristeza
2018-Es-02196	A pero que lindo que anda el internet 🙄😒	sadness	0: no se infieren niveles de tristeza
2018-Es-04220	Yo estaba en un momento muy alegre y y luego ver cosas sobre el tour de Harry, me ha deprimido. Auch.	sadness	2: se infiere un grado moderado de tristeza
2018-Es-05842	Terrible lo mio de alunarme por cualquier cosa.	sadness	1: se infiere un bajo grado de tristeza
2018-Es-03974	Así que lamentablemente el mundo del Rock está de luto #QEPD Chester Bennington	sadness	3: se infiere un grado alto de tristeza
2018-Es-06927	Una lástima que se llevaran a @alo_oficial por delante... Salida perfecta, el podio estaba ahí... 😩 #Rabia #VamosFernando #GpSingapur #F1	sadness	1: se infiere un bajo grado de tristeza
2018-Es-01122	se puso la 10 Flor con un buen café y peli d terror, esa es mi amiga	sadness	0: no se infieren niveles de tristeza
2018-Es-01602	Desde ayer que vengo súper alterada y nerviosa con náuseas, y en casa me dijeron yyyy bueno MANDALE AL TILO  deja prefiero un vino	sadness	2: se infiere un grado moderado de tristeza
2018-Es-04203	40 minutos soñando algo horrible, lpm tengo miedo de dormirme ahora 😢	sadness	2: se infiere un grado moderado de tristeza
2018-Es-05419	¡Dios! En serio odio a la ONU.	sadness	1: se infiere un bajo grado de tristeza
2018-Es-04212	IGNORARLO. Solo quería escribir para desahogarme, enrealidad ni estaba deprimido ni nada xD es mas bien como una reflexion 🗿	sadness	1: se infiere un bajo grado de tristeza
2018-Es-05395	Me invitan a tomar una birra y vuelvo borracha a mi casa.  Así  no  se  puede En tres horas me levanto 	sadness	1: se infiere un bajo grado de tristeza
2018-Es-04558	Mi más terrible año fueron los 12 😖😖	sadness	2: se infiere un grado moderado de tristeza
2018-Es-05783	No hay nada mejor, que se salga de su fiesta, e ir hasta tú casa, sólo para calmar tú enojo😍😍	sadness	0: no se infieren niveles de tristeza
2018-Es-05608	SORPRESA EN LA PUERTA: ¬°unas tentadoras cajas de regalo rojas y amarillas est√°n causando revuelo en las puertas! #SmurfsVillage @SmurfsG	sadness	0: no se infieren niveles de tristeza
2018-Es-06263	@cachermishana @manulogu2001 @__MichelleeeeV Yo también los extraño 😭	sadness	3: se infiere un grado alto de tristeza
2018-Es-06822	I have questions me tiene la vida triste cada vez que quiero ver el video de crying in the club	sadness	3: se infiere un grado alto de tristeza
2018-Es-05183	Estoy tan aburrida que me puse a acomodar los sobrecitos de azúcar y crema aaaaaa	sadness	0: no se infieren niveles de tristeza
2018-Es-05330	Culia le di rt a a un tw citado de annabelle y al segundo me salio que mirara debajo de la cama 	sadness	1: se infiere un bajo grado de tristeza
2018-Es-03012	@_pgl99 @TatianaQuinones Pelea de parejas a otro ladito.	sadness	0: no se infieren niveles de tristeza
2018-Es-02303	@marisolglzz Aburrido y panza México	sadness	0: no se infieren niveles de tristeza
2018-Es-05528	@Tricker_FD Alguien que me entiende perfectamente Lamentablemente no tenemos control ante aquello	sadness	1: se infiere un bajo grado de tristeza
2018-Es-03886	Que asco ese perfume. Me hizo doler la cabeza 😢	sadness	1: se infiere un bajo grado de tristeza
2018-Es-05241	No puedo dormir 	sadness	1: se infiere un bajo grado de tristeza
2018-Es-01782	Terrible dolor de piernas😣	sadness	2: se infiere un grado moderado de tristeza
2018-Es-00397	@seniorita_weed @itsdanibeltran Es muy aburrida y es como el primer capitulo de nada.	sadness	1: se infiere un bajo grado de tristeza
2018-Es-00490	me acabo de acordar de que este curso hago selectividad y tengo 	sadness	0: no se infieren niveles de tristeza
2018-Es-05598	Que pena tener a Heidi como hermana, la neta	sadness	1: se infiere un bajo grado de tristeza
2018-Es-06104	Hace 2 días quiero ver a mi novia y no puedo,tengo una amargura una cara de orto.. ahhh pero 2 birras más y le sonrió Hasta al matambre jaja	sadness	0: no se infieren niveles de tristeza
2018-Es-03383	Tomando birras porque por un tiempo muy largo no voy a poder #Tristeza 😖🍺	sadness	3: se infiere un grado alto de tristeza
2018-Es-03510	¿Que se siente ser orgasmo y verla siempre, y que no pueda esconderse? 📚	sadness	0: no se infieren niveles de tristeza
2018-Es-04567	Como será uno ser extra de tu voz estéreo. #tristeza	sadness	2: se infiere un grado moderado de tristeza
2018-Es-02790	@AsisOberdan: "Lo de Lula me parece un espanto"	sadness	1: se infiere un bajo grado de tristeza
2018-Es-05104	Y qué es lo que tu amigo más te dice? Otros: te quiero, te extraño, vamos a comer. A mí: Qué sufrida eres csmr.   Te odio. 😢	sadness	2: se infiere un grado moderado de tristeza
2018-Es-04931	unas ganas d llorar tas loco	sadness	3: se infiere un grado alto de tristeza
2018-Es-04551	Aaaaaa creo que entré en depresión culia	sadness	1: se infiere un bajo grado de tristeza
2018-Es-06892	Soy la persona mas feliz al escucharlos llorar!!!! 😍😍😍😍😍😍😍😍	sadness	0: no se infieren niveles de tristeza
2018-Es-00273	Quizás antes de provocar linchamientos públicos podríais buscar algo más de fundamento que el "me lo dijo no se quién".	sadness	1: se infiere un bajo grado de tristeza
2018-Es-01581	@aripiaa 🙁 No sé si sea por la situación del sismo o por otra cosa. Pero si necesitas que alguien te escuche, aquí estoy. Mucha fuerza. 🙌	sadness	1: se infiere un bajo grado de tristeza
2018-Es-05777	@edrovill @JocF08 Te encargo lo incómodo que es 😥	sadness	1: se infiere un bajo grado de tristeza
2018-Es-03761	@luciasvt eso me habían dicho mis papás pero no sabía que estaba tan mal ay lucía que tristeza :((((((	sadness	3: se infiere un grado alto de tristeza
2018-Es-00052	Ahora se me perdió la piroba excusa.	sadness	0: no se infieren niveles de tristeza
2018-Es-06858	@MQuevedoF lamentable todos los destrozos y muertes a la GMV..nos da mas razon p la CONSTITUYENTE. VENCEREMOS.....!!!	sadness	2: se infiere un grado moderado de tristeza
2018-Es-03133	Sigo creyendo que soy la persona mas solitaria del mundo	sadness	3: se infiere un grado alto de tristeza
2018-Es-00545	@bianca43721 Dos tweets seguidos. Vos debes tener ansiedad por el viaje me parece...	sadness	0: no se infieren niveles de tristeza
2018-Es-04504	En mi trabajo hay una app donde  nos tenemos que dar estrellas entre compañeros.. #BlackMirror #IsHappening 😱🤔 	sadness	0: no se infieren niveles de tristeza
2018-Es-05297	@adnradiochile Tienen el tremendo billete... Eso tienen x que abren la boca y queda la escoba	sadness	0: no se infieren niveles de tristeza
2018-Es-06399	@AguilaRey1 El #Sismo se sintió con fuerza en Guarenas/Guatire. Por donde trabajo, la gente salió a la calle 	sadness	0: no se infieren niveles de tristeza
2018-Es-00432	osea da las putas gracias que no has estado deprimido hundido en la mierda en vez de llamar a alguien cobarde	sadness	3: se infiere un grado alto de tristeza
2018-Es-02255	"No creo en el pesimismo. Si las cosas no salieron como lo esperabas, sigue adelante. Si te empeñas lo consigues". Clint Eastwood	sadness	0: no se infieren niveles de tristeza
2018-Es-00928	Como cuando estás desesperada por conocer gente que comparta tus gustos, que hasta publicas en un grupo. QUÉ VERGÜENZA ME DOY. ¿????	sadness	3: se infiere un grado alto de tristeza
2018-Es-00845	Desesperado por encontrarte, busco un camino para olvidarte, es que esa noche que vos te fuiste me desbordaron las cicatrices 🎤💔	sadness	3: se infiere un grado alto de tristeza
2018-Es-02887	Lamentablemente a la familia no se la puede escoger.	sadness	2: se infiere un grado moderado de tristeza
2018-Es-01082	@xBlackeneD Melanie ha abandonado la conversación	sadness	0: no se infieren niveles de tristeza
2018-Es-06706	@wolfinglouis si a mi tambien me pasa,por eso nunca estudio ahre si t pones nerviosa es peor	sadness	1: se infiere un bajo grado de tristeza
2018-Es-06533	Me siento como en Navidad cuando esperaba los regalos re ansioso	sadness	0: no se infieren niveles de tristeza
2018-Es-05165	@JuliannaHdz Deberías pasarme tantito pegue 	sadness	0: no se infieren niveles de tristeza
2018-Es-00163	@haroldazuara necesito verte en Oaxaca 😭	sadness	1: se infiere un bajo grado de tristeza
2018-Es-02417	Que lluvia de mierda 	sadness	2: se infiere un grado moderado de tristeza
2018-Es-02121	Una nena de 9 años q dice “me quiero morir, me dicen gorda” e intenta suicidarse tomando pastillas.Q MAL ESTAMOS X FAVOR! #Tristeza	sadness	3: se infiere un grado alto de tristeza
2018-Es-03640	Pensé que al leer me daría sueño pero nada 😟	sadness	0: no se infieren niveles de tristeza
2018-Es-04852	Defensa de #OllantaHumala dijo que fiscal señala "las niñas generan peligro". Parece que no se entero de los millóncitos de esas niñas.	sadness	0: no se infieren niveles de tristeza
2018-Es-06004	Vengo d mi antiguo insti dond estudié bach d artes #Getafe #antoniolopez #nostalgia #Rabia al ver q se lo están cargando al no darles apoyo😡	sadness	2: se infiere un grado moderado de tristeza
2018-Es-00699	Ni dormir puedo 	sadness	1: se infiere un bajo grado de tristeza
2018-Es-00802	Desde primaria soy Fan fan fan faaaaan de hilary duff h estoy bien indignada porque no están sus albums viejos en Spotify ¡SON LOS BUENOS!	sadness	0: no se infieren niveles de tristeza
2018-Es-03121	@JamesChords « sin frenos.  —Va...vamos, James. Córrete para mí —musita ella con la voz ahogada del cansancio.	sadness	0: no se infieren niveles de tristeza
2018-Es-06101	Paciencia. Conozco gente que por no tener paciencia, fe y confianza perdió tanto q hoy podría disfrutar. Hay q ser leal a quien cree en ti.	sadness	1: se infiere un bajo grado de tristeza
2018-Es-02547	@SraruizruthRuth Si obvi y no lo digo por él, lo digo por algunas que ayer subian el de la piscina etiquetando a Aylén y me dio mucha rabia	sadness	1: se infiere un bajo grado de tristeza
2018-Es-04581	No soy tonta, no soy mala y no soy cobarde.	sadness	1: se infiere un bajo grado de tristeza
2018-Es-05966	@Santi_Calderon2 No me hagas llorar men :( encerio?	sadness	3: se infiere un grado alto de tristeza
2018-Es-05606	realmente no los trato mal ni soy mala pero basta que lo haga una vez para sentirme de lo peor, pero en serio no es mi intención	sadness	2: se infiere un grado moderado de tristeza
2018-Es-05096	cada vez que veo una peli de este tipo se me queda un vacio muy grande porque vaya vida mas aburrida tenemos en verdad	sadness	2: se infiere un grado moderado de tristeza
2018-Es-06109	Golpeas pataleas y haces berrinche porque no quiero ser tu novio 😝#JustFriends	sadness	0: no se infieren niveles de tristeza
2018-Es-05723	Acabo de dedicarle una historia de insta al crush y lo mejor es que creo que el crush sabe que es crush y llorará cuando lo vea(no)	sadness	1: se infiere un bajo grado de tristeza
2018-Es-00109	@volvocar_es V40 D2 nuevo adquirido en Valencia, 2 meses, rota la caja de cambio y el embrague, además me insinúan q por mi culpa #triste	sadness	0: no se infieren niveles de tristeza
2018-Es-00023	Odio la gente cerrada, que no se deja ayudar. Para colmo la mayoría de la gente que quiero es así 	sadness	1: se infiere un bajo grado de tristeza
2018-Es-03494	Yo no se que le ha pasado... que la encuentro pensativa...	sadness	1: se infiere un bajo grado de tristeza
2018-Es-00826	@Missing_Marijo Se parece mucho...... que lamentable!! 😌	sadness	1: se infiere un bajo grado de tristeza
2018-Es-06745	Dicen que alguien ya vino y se fue, dicen que pasa las noches llorando por el 🎶	sadness	2: se infiere un grado moderado de tristeza
2018-Es-02346	qué depresión ver todos los vídeos de las chicas que abrazaron hoy a los chicos, YO QUIERO	sadness	2: se infiere un grado moderado de tristeza
2018-Es-01996	Cualquier excusa me viene bien. Tremenda	sadness	0: no se infieren niveles de tristeza
2018-Es-00343	@milebebe claro, mira el tolima perdió con nosotros por igual marcador y hoy ganó	sadness	0: no se infieren niveles de tristeza
2018-Es-04550	Estar lavando a esta hora, debe ser un delito 	sadness	0: no se infieren niveles de tristeza
2018-Es-01830	@de_sofiiaa Puto* Hubiese peleado con luna x maxi 😂😂😂	sadness	0: no se infieren niveles de tristeza
2018-Es-03551	Se fue ...... #tristeza	sadness	3: se infiere un grado alto de tristeza
2018-Es-02835	Soy una bolita de sueño y cansancio	sadness	1: se infiere un bajo grado de tristeza
2018-Es-03600	Pensé que se me habría pasado el disgusto pero no	sadness	1: se infiere un bajo grado de tristeza
2018-Es-05167	Ah y se me abrió todo esto en la cuenta de mi hermano y cuando quise cambiar le perfil veo q el perfil de mi hermano no tiene cara 	sadness	0: no se infieren niveles de tristeza
2018-Es-06883	Ganas de decirte lo que me pasa con vos no me faltan  Pero AY QUE COBARDE QUE SOY	sadness	2: se infiere un grado moderado de tristeza
2018-Es-05775	Un mes y ya estoy pensando en LA Nostalgia que se viene 💃🏽	sadness	2: se infiere un grado moderado de tristeza
2018-Es-03705	Es ver eso y romper en llanto😟	sadness	3: se infiere un grado alto de tristeza
2018-Es-01691	@ScarletLagunes Autocorrector 🙁 pono pono pono pono💙🙊	sadness	0: no se infieren niveles de tristeza
2018-Es-05164	Cada que veo Gg me dan ganas de ser rica 	sadness	0: no se infieren niveles de tristeza
2018-Es-03958	estoy: enfadada y yo nunca me enfado	sadness	2: se infiere un grado moderado de tristeza
2018-Es-06567	#NowPlaying No me importa [cBH] - Thony y su Orq. Peligro	sadness	0: no se infieren niveles de tristeza
2018-Es-03196	@Archipotrio joder acabo de ver a un portugues quejarse porque costaba 55 pavos y me he asustado, gracias	sadness	0: no se infieren niveles de tristeza
2018-Es-04731	El fútbol colombiano sería muy aburrido sin el América y sin Millitos  😂😂😂😂😂😂😂😂😂😂😂😂😂😂	sadness	0: no se infieren niveles de tristeza
2018-Es-01983	No sé bien que pasó con la policía en la colon pero yo vivo en frente y estoy cansada de no poder dormir por el kilombo que hacen 😒	sadness	1: se infiere un bajo grado de tristeza
2018-Es-02475	Y esto de la recuperación a casi una semana... Imposible !! #Dolor #desolación #angustia  #tristeza  #perdida #muerte #impotencia	sadness	3: se infiere un grado alto de tristeza
2018-Es-02353	ya hubiese querido yo que aquí en el meet nos hubieran dejado saludar a todos, qué depresión	sadness	3: se infiere un grado alto de tristeza
2018-Es-02414	@edioaraque Otro héroe que se marcha, triste 🙁	sadness	3: se infiere un grado alto de tristeza
2018-Es-00173	"Uno no sabe lo que tiene hasta que lo pierde" La pura verdad 🙁	sadness	3: se infiere un grado alto de tristeza
2018-Es-00985	Clase cansancio 😪😪	sadness	1: se infiere un bajo grado de tristeza
2018-Es-02655	Kimberly me tiene más nerviosa	sadness	0: no se infieren niveles de tristeza
2018-Es-02268	Temor a estar solos.	sadness	1: se infiere un bajo grado de tristeza
2018-Es-03815	Voy a terminar llorando ;-;	sadness	3: se infiere un grado alto de tristeza
2018-Es-05073	Y yo, lo único que quería es que lucharás por mi, por nosotros 	sadness	2: se infiere un grado moderado de tristeza
2018-Es-02484	Había olvidado todo eso del zika y chiconguya y andaba bien vergas sin repelente hasta que me tapizaron de piquetes y mentró'l susto.	sadness	1: se infiere un bajo grado de tristeza
2018-Es-06164	En vez de estar abandonada y aborrecida, tanto que nadie pasaba por ti, haré que seas una gloria eterna, el gozo de todos los siglos.	sadness	0: no se infieren niveles de tristeza
2018-Es-03170	Amigos que están aún no estén  RT @Rhoderis: Hay gente que a pesar de todo, no te dejan de querer	sadness	1: se infiere un bajo grado de tristeza
2018-Es-05489	Acabo de ver Okja y estoy llorando mares, que película del bien	sadness	2: se infiere un grado moderado de tristeza
2018-Es-02942	Lamentablemente "por uno pagan todos".	sadness	1: se infiere un bajo grado de tristeza
2018-Es-05378	Siempre estoy enojada, es mi don.. mi maldición.	sadness	2: se infiere un grado moderado de tristeza
2018-Es-06863	Me paso de bueno en serio...	sadness	0: no se infieren niveles de tristeza
2018-Es-00654	Te aprecio mucho, aunque me jodas hasta el punto del cansancio con el casamiento(?	sadness	1: se infiere un bajo grado de tristeza
2018-Es-04976	Se antes pensaba que eras tremendo pelotudo pero por lo poco que te conozco sos muy piola, espero conocerte mejor	sadness	0: no se infieren niveles de tristeza
2018-Es-01965	@DonajiAbarca cuando escuchas reguetón del pegajoso se queda en ti, como un chicle en el cabello, te lo quieres quitar, pero no se puede 	sadness	0: no se infieren niveles de tristeza
2018-Es-06539	Nooo hoy quedo sola 	sadness	1: se infiere un bajo grado de tristeza
2018-Es-06271	Si estás ahí arriba Superman, ayúdame 	sadness	1: se infiere un bajo grado de tristeza
2018-Es-02483	@OfBlueHeart + y decaído, era una trágica imagen que sin duda le gustaría ahorrarse y ahorrarle de alguna manera. Mas él no estaba en +	sadness	2: se infiere un grado moderado de tristeza
2018-Es-00638	Me urge un aceite de almendras 	sadness	0: no se infieren niveles de tristeza
2018-Es-05040	Ya quiereme, te pago 😥	sadness	1: se infiere un bajo grado de tristeza
2018-Es-02198	Un asco me quedo el pelo 😤😤	sadness	1: se infiere un bajo grado de tristeza
2018-Es-05575	Sola nomas me hago la cabeza	sadness	0: no se infieren niveles de tristeza
2018-Es-04389	Aveces siento que me quieren agarrar ataques de pánico	sadness	2: se infiere un grado moderado de tristeza
2018-Es-05776	@EmiRatajkowski Es que es una ofensa para la población penastica, okis.	sadness	0: no se infieren niveles de tristeza
2018-Es-00460	Por qué te valgo tanta madre? 😢	sadness	2: se infiere un grado moderado de tristeza
2018-Es-02169	Triste es dar todo tu amor, toda tu alma y todo tu.ser con una sonrisk, y que se quede ahi, prendido en el aire	sadness	3: se infiere un grado alto de tristeza
2018-Es-04323	La fuente de la uja a las 12:00 debe de estar hirviendo #Jaen #calorextremo	sadness	0: no se infieren niveles de tristeza
2018-Es-01421	Andy aprende a tapar que estabas mas nervioso que cuando tenias la calcomania XDDDDD	sadness	0: no se infieren niveles de tristeza
2018-Es-06814	@hcapriles @NicolasMaduro Y ellos que se dejan humillar... definitivamente un grupo de vzlanos perdió su dignidad....	sadness	1: se infiere un bajo grado de tristeza
2018-Es-01008	Tendría que pensar que me está pasando pero, es que estoy cansado de pensar.	sadness	1: se infiere un bajo grado de tristeza
2018-Es-05904	@AndresF_Garcia Todos los dibujos tienen cachos, sospechoso @josesalaaas @Dederlealdair @I_amghoul @JhonCruz0525 @jhonatanperez__	sadness	0: no se infieren niveles de tristeza
2018-Es-01417	Y es entonces cuando te das cuenta de las cosas solo pasan una vez, y por más que te esfuerces ya no puedes volver a querer 3MSC.... 😭	sadness	3: se infiere un grado alto de tristeza
2018-Es-06910	Hoy he llorado por ti  He llorado la rabia  La impotencia  He llorado tu risa.  #tusojosclarosonrientes #triste	sadness	3: se infiere un grado alto de tristeza
2018-Es-02628	Mi mayor problema es que no puedo estar enfadado. Siempre termino perdonando a las personas, incluso cuando no lo merecen.😚	sadness	1: se infiere un bajo grado de tristeza
2018-Es-04543	@AmericadeCali @tulioagomez debería probar con Blanco , Bernal y Tipton de titulares y ojalá no vendan a Borja porq grave Olmes y Silva	sadness	0: no se infieren niveles de tristeza
2018-Es-01898	@Calvi25 Jajajajajajajaj en serio???!!😮😮😮	sadness	0: no se infieren niveles de tristeza
2018-Es-03386	@SUR_cultura @cacmalaga @ajavierlopez Pero vamos que es un poco la tesis del cura Perez Pallares de no ofender a nadie.	sadness	0: no se infieren niveles de tristeza
2018-Es-06894	Si haces sangrar a un dios la gente dejara de creer en el, el agua se teñira de rojo y asistirán los tiburones	sadness	1: se infiere un bajo grado de tristeza
2018-Es-05864	Odio que se metan 	sadness	1: se infiere un bajo grado de tristeza
2018-Es-06920	@GD_MikyFC a ese paso no tendran NADA 😥	sadness	0: no se infieren niveles de tristeza
2018-Es-06128	@VBajardepeso Nel, es terrible, odio tener boobs grandes	sadness	1: se infiere un bajo grado de tristeza
2018-Es-03034	No puedo de la tristeza, que mierda todo.	sadness	3: se infiere un grado alto de tristeza
2018-Es-06408	¿Neta CDMX? 3 bloqueos en toda la ciudad. 3 pinches bloqueos y perder 3 horas en el tráfico. ¿Neta? 😠😠😠	sadness	2: se infiere un grado moderado de tristeza
2018-Es-05248	No hay apuros para el Emperador! 	sadness	0: no se infieren niveles de tristeza
2018-Es-06324	Felicidad extrema es estar super aburrida y encontrar una película de Harry potter😍	sadness	0: no se infieren niveles de tristeza
2018-Es-06618	Me da sueño y empiezo a confundir letras 	sadness	0: no se infieren niveles de tristeza
