ID	Tweet	anger	anticipation	disgust	fear	joy	love	optimism	pessimism	sadness	surprise	trust
2018-Es-04376	@Alondra_7250 estas bien fea mija 	0	0	1	0	0	0	0	0	0	0	0
2018-Es-04689	@DimeChampy JAJAJA, ahora si me hiciste reír 	0	0	0	0	1	0	0	0	0	0	0
2018-Es-05253	@prensaFANB @vladimirpadrino estos terrorista estan a esta hora en pleno apogeo caudare palavecino Estado Lara mano dura camarada.	1	0	0	0	0	0	0	0	1	0	0
2018-Es-03617	La satisfacción de decir  "se lo dije" 👏🏻	0	0	0	0	1	0	0	0	0	0	1
2018-Es-03164	-¡Me cagan los lunes! -Pero si ya es martes. -Ya sé, pero todavía me acuerdo. 😒💔😡	1	0	0	0	0	0	0	1	1	0	0
2018-Es-02497	@DebRyanShow #Rayito tengo ansiedad	0	1	0	1	0	0	0	0	0	0	0
2018-Es-01021	@0scarChavez @Reforma Que horror!!, las redes son chismógrafos #sarcasmo , así se han construído es su eje	0	0	1	0	0	0	0	1	0	0	0
2018-Es-01609	Si favean menos y van mas al md no me enojo eh	1	1	0	0	0	0	0	1	0	0	0
2018-Es-00440	Por qué entre dos caminos elegir el más riesgoso? // Mayor riesgo implica mayor temor. Le temes a lo que deseas.	0	0	0	1	0	0	0	0	0	0	0
2018-Es-06738	No puedo dormir otra vez y mañana tengo escuela. 😟	0	0	0	0	0	0	0	1	1	0	0
2018-Es-04280	De esto que estas a las 5:30 en la calle, como toda persona normal, te suena la alarma y retumba por todo Maliaño 😂😂😂🖒	0	0	0	0	1	0	0	0	0	0	0
2018-Es-05051	@Andresf1404 Que salga el sol por donde tenga que salir negrito 	0	0	0	0	0	0	1	0	0	0	0
2018-Es-05240	@ObservadBinario Totalmente no. Solamente la planta baja lamentablemente. Más de 12 negocios devastados	1	0	0	0	0	0	0	0	1	0	0
2018-Es-02072	@Mirandasv10 Llámame vos 	0	0	0	0	0	0	0	0	0	0	0
2018-Es-02965	@SamsungMobile Que genial yo lo quierooo	0	0	0	0	1	1	1	0	0	0	0
2018-Es-06794	@Vale_Karumi ES QUE EL MUY HDP SÓLO PIENSA EN LOS JAPONESES AGFHSBFDHDGDGFGDF  Siempre pasa algo viendo debería dormirme temprano 	1	0	0	0	0	0	0	1	0	0	0
2018-Es-05167	Ah y se me abrió todo esto en la cuenta de mi hermano y cuando quise cambiar le perfil veo q el perfil de mi hermano no tiene cara 	0	0	0	0	0	0	0	0	0	1	0
2018-Es-04260	@ARIANACARET4 LOL lo siento pero eso es gracioso	1	0	0	0	1	0	0	0	0	0	0
2018-Es-00856	@dw_espanol @coicaorg Cuando fueron los propios europeos quienes trataron de extinguir los indígenas del nuevo continente  #ironía	0	0	1	0	0	0	0	0	1	0	0
2018-Es-01889	@romiolivera4 un peligro tenerte de fav a vos😂 Feliz día olvidadora, te amoooo💕💕💕💕	0	0	0	0	1	1	0	0	0	0	0
2018-Es-03590	31 la mejor por lejos, te adoro un monton, nunca me faltes, responde algo lindo o borro el tw 	0	0	0	0	1	1	0	0	0	0	0
2018-Es-04799	@CFCorrecaminos Y ese parche tan horrendo enfrente de la playera que pedo?  #Gacho	1	0	1	0	0	0	0	0	0	0	0
2018-Es-01545	Sigo indignada. Como vamos a usar NEGROOO??? Diablo perdónalos no saben lo que hacen 😂😠👊	1	0	0	0	0	0	0	0	0	0	0
2018-Es-03616	Estoy orgulloso de quererte romper la cabeza contra la pared	1	0	1	0	0	0	0	0	0	0	0
2018-Es-01961	@HistoryLA Muy lamentable, 😭	0	0	0	0	0	0	0	0	1	0	0
2018-Es-03459	@nahuivan15 innecesario comentario en mi opinión. Es q me ponia nerviosa man ataje mas q vos. 1 solo gol me hicieron	1	0	0	0	0	0	0	0	0	0	0
2018-Es-01182	@JonaaJuarez Ya veo que estás re cagado de hambre porque te comiste la h jajajajajaja  	0	0	0	0	1	0	0	0	0	0	0
2018-Es-05925	Tb a cuando mi hermano le atropello a mi hermana el pie JAJJAJA	0	0	0	0	1	0	0	0	0	0	0
2018-Es-00970	Mami rol tuvo una pesadilla... y aquí estoy	0	0	0	1	0	0	1	0	0	0	0
2018-Es-02992	@lilycaulfield que cuando estas deprimido severamente no se te ocurre algo tan simple como decir QUE PENDEJADA ESTOY PENSANDO	0	0	0	0	0	0	0	1	1	0	0
2018-Es-03904	El sábado andaba como pico y las pibas de tango me trataron re bien, re cariñosas. Parece que tengo que andar así, para que me traten bien 	0	0	0	0	1	0	1	0	0	0	0
2018-Es-05950	Mi mejor amiga se caso, mis amig@s con sus pitos y sus conchas me dejan de lado y bueno yo acá con mi gato que le hago un mimo y se va 	1	0	0	0	0	0	0	0	1	0	0
2018-Es-00195	@vicky_rayada Nambre como crees? Sabes mucho más que los que se dicen periodistas👉 (Víctor Hdz)👈 	0	1	0	0	0	0	1	0	0	0	0
2018-Es-01241	Creí que dejar de fumar weed durante el día me haría sentirme less shitty y más productiva pero veeerga es demasiado aburrido estar sobria	0	0	0	0	0	0	0	1	1	0	0
2018-Es-02804	Se duerme el enano y ya no se que hacer. Despertate ,dale,no ,mejor seguí durmiendo 😅	0	1	0	0	1	0	0	0	0	0	0
2018-Es-00741	quedarme con los momentos hermosos que me hizo pasar, y verla sonreír aunque sea sin mi me hace bien, otra no queda, a seguir para adelante	0	0	0	0	1	0	0	0	1	0	0
2018-Es-06788	Cuando escucho a Naranjito la ira se apodera de mí. Al final tendré que ignorarlo completamente. Mi salud es lo primero.	1	0	0	0	0	0	0	0	0	0	0
2018-Es-04405	Recién @jlespert recordó que la última vez que vistió a ML fue en noviembre de 2001 	0	0	0	0	0	0	0	0	0	1	0
2018-Es-00996	@MariferBanda ??¿ me siento ofendida	1	0	0	0	0	0	0	0	0	0	0
2018-Es-04417	@pablopecaro @poderAGMX @arnemx @arelibiciteka @banquetalibre @LBallesterosM @ReyPeatonCDMX @Peaton_No A pesar de que mueran ciclistas.	0	0	0	0	0	0	0	1	0	0	0
2018-Es-00295	@mannolly Mi tia esta orgullosa de ti y de @manuelcastillol yo tambien la extraño hasta cuando me regañaba!	0	0	0	0	1	1	0	0	0	0	0
2018-Es-03960	@Juls555 @donfelixSPM He visto hombres llorar con desesperación y angustia ante una pequeña y fina agujita de jeringa.	0	0	0	1	0	0	0	0	1	0	0
2018-Es-05618	Asi cuando le dicen a la orquesta que estará el alcalde de Valencia y de Puerto Cabello..... ojoi ojoi ojoi! xD #Ironico	0	0	1	0	0	0	0	1	0	0	0
2018-Es-01203	Tremendo estalcaso con mg incluido jaja	0	0	0	0	1	0	0	0	0	0	0
2018-Es-04557	@gnomowl @Alfresarpo @LoroHomero Uno de los mas votados de AP...terrible como se equivoca el pueblo al q todavía le venden espejos..	0	0	0	1	0	0	0	1	1	0	0
2018-Es-06243	—Feliz día de la amistad, mí estúpida. @H0LYEMMS	0	0	0	0	1	1	0	0	0	0	0
2018-Es-02443	@Lupitaaa27 @SofiaHdz1724 Jajaja i was a little but eres mi amiga no me enojo para siempre 🙄🌚	1	0	0	0	1	0	0	0	0	0	0
2018-Es-04199	@EspiralCanal11 que tema, esta muy bueno y casi no se toca entre nosotros los hombres por temor a ser criticado	0	0	0	1	0	0	1	0	0	0	0
2018-Es-03733	Que aburrido mi dia del amigo!!!	0	0	0	0	0	0	0	0	1	0	0
2018-Es-00114	#Ironía, que mexicanos se solidaricen con el deseo de independencia catalán como si aquí fueramos plenamente "independientes".	1	0	1	0	0	0	0	0	0	0	0
2018-Es-00149	Si me gusto la feria 😍	0	0	0	0	1	0	1	0	0	0	0
2018-Es-00211	Este dilema financiero me tiene con una zozobra tan brava.: me siento pensativo	0	0	0	1	0	0	0	1	0	0	0
2018-Es-01068	Ahora si a dormir.. Mañana temprano viene mi amiga! 😀	0	1	0	0	1	0	1	0	0	0	0
2018-Es-01543	Tormenta con truenos 😭 	0	0	0	1	0	0	0	0	1	0	0
2018-Es-02942	Lamentablemente "por uno pagan todos".	0	0	0	0	0	0	0	0	1	0	0
2018-Es-02021	@Pezonia Así será querida Natalia 	0	0	0	0	1	1	1	0	0	0	0
2018-Es-00103	“El batir de las alas de una mariposa puede provocar un huracán en otra parte del mundo”… #TheButterflyEffect	0	0	0	0	0	0	0	0	0	0	0
2018-Es-01295	Sale uno del estadio como todo preocupado.	0	0	0	1	0	0	0	0	1	0	0
2018-Es-04309	@Aransafelix Jajajaj ya deja de citar nuestros tweets 	1	0	0	0	1	0	0	0	0	0	0
2018-Es-05318	@_alejandramttz @Rivera_Alv22 La ultima temporada de esa serie no me gustó 😢	0	0	1	0	0	0	0	0	1	0	0
2018-Es-05081	Por que me arrepiento 	0	0	0	1	0	0	0	0	1	0	0
2018-Es-01513	EXPECTATIVA:  —Cuando hablemos le voy a decir esto, le preguntaré esto, hay tantas cosas por hablar  REALIDAD:  —¿Y qué más? —Bien  —Ah ya 😅	0	0	0	0	1	0	0	0	0	0	0
2018-Es-00640	Pocos pero los mejores. ¡Feliz día!	0	0	0	0	1	0	1	0	0	0	0
2018-Es-00231	@ATTMx  #pésimoservicio. No avisan cambio de política a usuarios y se perdió mi numero con saldo a favor.	1	0	0	0	0	0	0	0	1	0	0
2018-Es-05481	¡FELIZ #DiaDeLaIndependencia COLOMBIA! 😎😎😎😇😇🙌🙌🙌🙌🙌🙌🙌 @eldiariodedross @GermanGarmendia @JolinboYT	0	0	0	0	1	0	0	0	0	0	0
2018-Es-01354	Ya no se difenciar un festivo de un día normal :( que rutinaria mi puta lífe	1	0	0	0	0	0	0	0	1	0	0
2018-Es-01039	#MeEmocionaQue Publiquen fotos antes, durante y después del ejercicio, y si hay video, mejor. #Sarcasmo	0	0	0	0	1	0	0	1	0	0	0
2018-Es-02740	@muriodeasco es re gracioso ver saludos de compañeros de la secundaria que si ahora nos vemos agachamos la mirada para no saludarnos	0	0	1	0	0	0	0	1	0	0	0
2018-Es-02330	Estoy de suerte este otoño. ¡Se llevan los puntinos blancos sobre fondo negro!😍 Hoy añadí a mi colección un pantalón y un cinturón. #Feliz🙆	0	0	0	0	1	0	1	0	0	0	0
2018-Es-04429	@YoSoyAlita Amiga sería mega genial que puedas ir a ese lugar el 26!🙈🙊, esperemos que si se cumpla tu deseo!😉	0	0	0	0	1	0	1	0	0	0	0
2018-Es-05818	Cuando era chiquito queria ser Jimmy Neutron, y ahora voy a estudiar animacion.  ¿Dónde quedaron mis sueños? #nostalgia	0	0	0	0	0	0	0	0	1	0	0
2018-Es-05254	@DeniseDresserG horror! Pueden provocar otras desgracias!	1	0	1	1	0	0	0	0	1	0	0
2018-Es-04137	La alarma de mi celular es re fea y ya me tiene re podrido en cualquier momento lo voy a revolear hasta la peron	1	0	1	0	0	0	0	0	0	0	0
2018-Es-05855	—Tengo miedo. —¿De qué? —De que te canses de mí. —¿Tú te cansas de respirar? —No. —Pues es lo mismo.	0	0	0	1	0	1	0	0	0	0	0
2018-Es-00322	Y tu libro dice eso.  —Sus labios fruncen hacía dentro para luego separarlos con un chasquido.—  No me tomes del pelo, amigo.	1	0	0	0	0	0	0	0	0	0	0
2018-Es-05354	@JSalazar9 Nah es entretenido sacarlo de sus casillas...	0	0	0	0	1	0	0	0	0	0	0
2018-Es-00641	Mis viejos recien ahora me cargan por algo que paso hace como dos días, ya se de dónde salí tan colgada 	1	0	0	0	0	0	0	0	0	0	0
2018-Es-02047	Hoy soy feliz con poco con mi tristeza me basta	0	0	0	0	1	0	0	0	1	0	0
2018-Es-04097	@SayaTsundere17 saya se me acabo el cafe amargo!!	0	0	0	0	0	0	0	0	1	1	0
2018-Es-05274	No qiero ser aprensiva pero ... si se perdió mi saco favorito del mundo .. si me voy a emputar y a sentir muy decepcionada d mi misma 😩	1	0	0	0	0	0	0	0	1	0	0
2018-Es-06717	Todavía tengo amigos que me quieren como soy.  ¡Feliz día del amigo!	0	0	0	0	1	1	0	0	0	0	0
2018-Es-05711	Yo me encargo del presente el futuro es asunto de Dios 	0	1	0	0	0	0	1	0	0	0	0
2018-Es-04554	@Norwichtty Buenas, señorita. Algo aburrida, usted?	0	1	0	0	0	0	0	1	1	0	0
2018-Es-04425	No sé, si vas a hablar de alienación, comprende al menos de qué va el término y no lo uses como insulto para demostrar clasismo intelectual.	1	0	1	0	0	0	0	0	0	0	0
2018-Es-02396	Mi mejor me hizo llorar con las cosas tan hermosas que me escribió 😭 qué afortunada soy	0	0	0	0	1	1	0	0	1	0	0
2018-Es-01150	@Nico57575967 No puedo dormir , me estoy tomando la de maradona😎!! Y bueno deja de aburrir con tu tw de resentido	1	0	1	0	0	0	0	0	0	0	0
2018-Es-04573	Cabeza e' mango està perdido. La Humanidad en vilo porque su reserva intelectual està en peligro...	1	1	0	0	0	0	0	1	0	0	0
2018-Es-01507	Me encanta que en los grupos manden audios de dos minutos, en serio, los oigo en cuanto me llegan #sarcasmo	1	0	1	0	0	0	0	1	0	0	0
2018-Es-04504	En mi trabajo hay una app donde  nos tenemos que dar estrellas entre compañeros.. #BlackMirror #IsHappening 😱🤔 	0	1	0	0	0	0	0	0	0	1	0
2018-Es-02722	Dime si es verdad, me dijeron que estás cansado #SebastianVillalobos #PDCs #KCAMexico	0	1	0	0	0	0	0	0	0	0	0
2018-Es-05050	@salvaoret pues ya, cargar con un disgusto sin garantizar solucionarlo para la siguiente... :(	0	0	0	0	0	0	0	1	1	0	0
2018-Es-05380	Ah, pues después de esto súper arreglado, no? #ironía	0	0	0	0	0	0	0	1	0	0	0
2018-Es-00784	Cierta oscuridad a veces es necesaria para ver las estrellas. 🌌	0	0	0	0	0	0	1	0	0	0	0
2018-Es-00628	EL GATO EN SU CONDICION ; CREE QUE TOD@S SON IGUALES .. A EL / ELLA .. #SARCASMO #REAL	1	0	0	0	0	0	0	1	0	0	0
2018-Es-01322	Yo pensaba que Henry Boys era de mentiritas, tanto por su nombre como por sus opiniones 🤔 pero no, el wea existe 🙄 #Miedo	0	0	0	1	0	0	0	0	0	1	0
2018-Es-05097	Mucha presencia policial en estación Constitución y aledaños desde ayer. 	0	1	0	0	0	0	0	0	0	0	0
2018-Es-03923	Cada vez que tengo que caminar y podría estar manejando el auto me enojo conmigo misma	1	0	0	0	0	0	0	0	0	0	0
2018-Es-05604	@Valeriatulip para que causan escalofríos  mas de uno salió a ponerse un suéter 😂	0	0	0	0	1	0	0	0	0	0	0
2018-Es-02954	Los sueños no se deben quedar sólo como sueños! Hay que hacerlos realidad 🌟👑🌼💧#Feliz 😊	0	0	0	0	1	0	1	0	0	0	0
2018-Es-03132	@ahorapodemos @Irene_Montero_ Está rabioso porque va medio bien la cosa	1	0	1	0	0	0	0	0	0	0	0
2018-Es-03013	el que se fue de la silla perdió su villa	0	0	0	0	0	0	0	0	0	0	0
2018-Es-03988	Yo también 🙁	0	0	0	0	0	0	0	0	1	0	0
2018-Es-04979	Ansiedad, frustración, gracias por ser mis fieles compañeras.	0	0	0	1	0	0	0	0	1	0	0
2018-Es-03260	No puedo esperar a que sea mañana y ver el súper drama que habrá en mi salón 	0	1	0	0	0	0	0	1	0	0	0
2018-Es-00146	La reflexión que nos deja el video de silvestre es que, A Otro Nivel es otro programa de la televisión Colombiana que es pregrabado. #Triste	0	1	0	0	0	0	0	0	1	0	0
2018-Es-03446	Es que no existe temor cuando se prende el corazón...	0	0	0	0	0	1	1	0	0	0	0
2018-Es-01227	@itsLuanx_ JAJAJAJAJAJAJAJA se me salio lo lesbiana, perdón por tan poco 	0	0	0	0	1	0	0	0	0	1	0
2018-Es-04374	#MiSolucionParaElInsomnio la verdad tengo unas pastillas del terror ZAVIANA FS 12,5mg hipnótico va directamente sistema nervioso central 💤💤💤	0	0	0	1	0	0	1	0	0	0	0
2018-Es-01696	Que cínica es la señora Elisabet Fernández oriunda de Tolosa! 😡	1	0	1	0	0	0	0	0	0	0	0
2018-Es-05034	Y daltamos se um susto	0	0	0	1	0	0	0	0	0	0	0
2018-Es-06694	Zuckerberg como no me venís a tocar el himno de la alegría con la quena, guampudo.	0	0	0	0	1	0	0	0	0	0	0
2018-Es-06722	Raúl se ha vuelto tan grosero 	1	0	1	0	0	0	0	0	1	0	0
2018-Es-03383	Tomando birras porque por un tiempo muy largo no voy a poder #Tristeza 😖🍺	0	0	0	0	0	0	0	0	1	0	0
2018-Es-01355	Me impresiona todo el amor que me tiene Leia a pesar de que cada 4 días la dejo sola 😭 💔	0	0	0	0	0	1	0	0	1	1	0
2018-Es-03748	@CaracolRadio Deberían destinarle esos recursos al @sitpbogota . #Ironía #Incentivanelrobo	1	0	0	0	0	0	0	0	0	0	0
2018-Es-02687	@Sr_Carlitos_ Tu me llevaste al lado oscuro 😏	0	0	0	1	0	0	1	0	0	0	0
2018-Es-01472	El enojo me puede durar ufff🙄	1	0	0	0	0	0	0	0	0	0	0
2018-Es-00048	Iris siendo la líder del team flash y wally usando el traje de barry espero que solo sea un flashpoint 2.0 porque seria tremenda cagada chau	1	0	1	0	0	0	0	0	0	0	0
2018-Es-02894	Me acabo de comer mi último pedazo de pastel Red Velvet con una copa de vino #AdiosSemanaCumpleañera #HolaDetox 	0	0	0	0	0	0	0	0	1	0	0
2018-Es-02281	@BullDeMielda "Sabes que no me ha bajado la regla, eso me tiene preocupada" me dijo.	0	0	0	1	0	0	0	0	0	0	0
2018-Es-03283	@Macnusxdxd Me metieron algo en el.....   Porq tenia un problema grave: :'v	1	0	0	0	0	0	0	0	1	0	0
2018-Es-00759	@ManuelBartual Ah no, se viene contigo? 	0	1	0	0	0	0	0	0	0	0	0
2018-Es-03061	No recuerdo ninguna persona, a la que le diera tan igual dar una imagen de amargado/malfollada como a ella, pero eh, ya explotará ya.	1	0	1	0	0	0	0	0	0	0	0
2018-Es-00214	@MissJuliaOrwell @yosoyene @ociotextual @Stacy_Nguyen_ Creo que entraste por gusto. Sin albur.	0	0	0	0	0	0	0	1	0	0	0
2018-Es-04147	@esbSPAIN @FizMen @CamiOmnis @DanWaggnerWTF @Machisstometro @WikiSexistas Solo debes insultar, típico maltratador	1	0	1	0	0	0	0	0	0	0	0
2018-Es-05642	@cacorrorrea77 @ZeusSuspendido La meta la pones tú 👊🏼! ah no perdón me equivoqué de bebida 	1	0	0	0	0	0	1	0	0	1	0
2018-Es-05588	@MySugarComa Si lo piensas bien, he ofendido a dos colectivos, el de los muertos y el de la gente que no tiene muertos.	1	0	0	0	0	0	0	0	1	0	0
2018-Es-03148	@GenPenaloza y el primero q corre es él pero para esconderse	0	0	0	1	0	0	0	0	0	0	0
2018-Es-03065	Hasta ahora me desocupo 	0	0	0	0	0	0	0	0	0	0	0
2018-Es-02139	Deje el cargador completo del celu en el bolsillo del pantalón y lo pusieron a lavar #Miedo	0	0	0	1	0	0	0	0	0	0	0
2018-Es-00566	@JafetLuza colapso nervioso (culpa de dejar la medicación, sospecho) en medio de un examen. Una cosa humillante :(	1	0	0	1	0	0	0	0	1	0	0
2018-Es-05954	Puede que le gusten a @Dabeeche 	0	1	0	0	0	0	0	0	0	0	0
2018-Es-06567	#NowPlaying No me importa [cBH] - Thony y su Orq. Peligro	0	0	0	1	0	0	0	0	0	0	0
2018-Es-02261	@AmorAlArte_ No nada, ya habíamos quedado en algo y usted ya perdió JAJAJAJAJAAJAJAJAJAJA	0	0	0	0	1	0	0	0	0	0	0
2018-Es-00929	son como Juan Carlos sacando una tirada de engaño tres para envenenar a alguien "toma este veneno DIGO... ESTA FANTA"	0	0	1	0	0	0	0	0	0	0	0
2018-Es-04433	@_itsdesconocida Lo se , eso es lo importante jajajaja 	0	0	0	0	1	0	0	0	0	0	0
2018-Es-01847	Que lindo saber que hay gente que me quiere por como soy y a pesar de todo seguimos adelante con la amistad..	0	0	0	0	1	0	1	0	0	0	0
2018-Es-02623	Claramente soy muy ansiosa.	0	0	0	1	0	0	0	1	0	0	0
2018-Es-01782	Terrible dolor de piernas😣	1	0	0	0	0	0	0	0	1	0	0
2018-Es-01630	Me caga irme enojada a dormir	1	0	0	0	0	0	0	0	0	0	0
2018-Es-00080	odio ser tan desconfiado firme	1	0	1	0	0	0	0	1	0	0	0
2018-Es-05638	Ira y ódio, mucho, Las cuatro d de batalla.	1	0	0	0	0	0	0	0	0	0	0
2018-Es-02242	@olvihormigos Pues nada, el CM a la calle. Más de uno sabría hacerlo mejor sin ofender a nadie	1	0	0	0	0	0	0	0	0	0	0
2018-Es-05270	Les juro que los teragrip ultra cachuos del horror forte noche siguen sabiendo a agua sucia.	0	0	1	0	0	0	0	0	0	0	0
2018-Es-03247	7. Es más fácil provocar una guerra civil que ir a alecciones generales. Ya que ellos no procuran la paz sino perpetrarse en el poder.	1	0	1	0	0	0	0	0	0	0	0
2018-Es-01606	A mi familia le debo todo, desde mis fracasos hasta mis triunfos. #Fav #RT #FF #UnaVidaPk #felicidad #familia	0	0	0	0	1	1	0	0	0	0	0
2018-Es-01051	@Abelaits  Tengo los huevos como los independentistas radikales: "Llenos de amor". #Ironía^2	1	0	0	0	0	0	0	1	0	0	0
2018-Es-05980	No quiero ofender a nadie pero todo esto del ThisCrush y el CuriousCat está para que os regalen la oreja, porque os gusta ser protagonistas.	1	0	1	0	0	0	0	1	0	0	0
2018-Es-00305	Pero no se puede dejar de amar de la noche a la mañana ... o si? 😭	0	0	0	0	0	0	0	0	1	0	0
2018-Es-04083	0:01 veo en ti la oportunidad de sonreír de nuevo.	0	0	0	0	1	1	1	0	0	0	0
2018-Es-02462	La felicidad no consiste en todo tener, sino en saber sacar lo bueno que te da. #Fav #RT #FF #UnaVidaPk #felicidad	0	0	0	0	1	0	1	0	0	0	0
2018-Es-02525	Cuanto tiempo lleva haciéndose péndejo su presidente? Poquito 1 año, no menos, como 5... #triste #realidad #Mexico #FuerzaMexico #EPN	1	0	1	0	0	0	0	0	1	0	0
2018-Es-02143	@MariaSharapova preciosa cómo siempre , pero tu rostro es de preocupación o cansancio ?😞	0	1	0	0	0	1	0	0	0	0	0
2018-Es-03506	Tremendo pelotudo! Lo hubiera dejado ese sabado solo)	1	0	0	0	0	0	0	0	0	0	0
2018-Es-06521	@NathalieeParraa Tranquila después de la noche más oscura llega el día más brillante	0	0	0	0	0	0	1	0	0	0	0
2018-Es-01816	Pero te encanta ver jaja #irónico 🙄🤔	0	0	0	0	1	0	0	1	0	0	0
2018-Es-03997	Y me acuerdo que a veces me daba rabia pq no me hablaba, pasaba semanas ignroada por el pndejo y luego no recuerdo pq nos hicimos más unidos	1	0	0	0	0	0	0	0	0	0	0
2018-Es-05544	DEJEN DE PONERSE EL NOMBRE DE SEBASTIÁN Y SU FOTO QUE NO ES NADA GRACIOSO AHORA #SebastianVillalobos #PDCs #SaakTrendy #KCAMexico	1	0	1	0	0	0	0	0	0	0	0
2018-Es-02340	@Alealex78 @MVivasf @moniquelatil @Elenitavip JAJAJAJAJAJAJA TIENE OJOS DE BORRACHA LLORONA.!!!	0	0	0	0	1	0	0	0	0	0	0
2018-Es-02357	@poxoleytor Cagamos amika 	1	0	0	0	0	0	0	1	0	0	0
2018-Es-00457	@vegetta777 Si vegetta espero y no sigas enojado ay personas como yo q disfrutaron del video💘💜😍	0	0	0	0	1	1	0	0	0	0	0
2018-Es-02819	Cuándo van a entender que el aborto se práctica igual estén de acuerdo o no, que deje de ser considerado ilegal no provocaría tantas muertes	1	0	1	0	0	0	0	0	0	0	0
2018-Es-00029	@Duarteeve01 Jajajaja pongamosle que si 	0	0	0	0	1	0	0	0	0	0	0
2018-Es-01500	@NTN24ve No le pongan cuidado a ese bandido que no tiene pais donde esconderse por corrupto, tambien ira preso y por muchos años!!	1	0	1	0	0	0	0	0	0	0	0
2018-Es-01531	Aquí el más depresivo.¿	0	0	0	0	0	0	0	0	1	0	0
2018-Es-03372	@moises32g Orale va se juega Pero no empiezas de gay	1	0	0	0	0	0	0	0	0	0	0
2018-Es-06700	No hay mal que dure 100 años ni cuerpo que lo aguante!!! Gracias a muchos por su preocupación 😽😽😽	0	0	0	0	1	0	1	0	0	0	0
2018-Es-00686	@AsgardianEyra No hay ningún bebe en camino-murmura serio con el ceño fruncido	1	1	0	0	0	0	0	0	1	0	0
2018-Es-06582	@hey_is_valerie Las leyes en México son un chiste de mal gusto	1	0	1	0	0	0	0	0	1	0	0
2018-Es-06920	@GD_MikyFC a ese paso no tendran NADA 😥	0	0	0	0	0	0	0	1	1	0	0
2018-Es-03888	Que manera de cargarme de risa en ese baby shawer. 	0	0	0	0	1	0	0	0	0	0	0
2018-Es-06150	Me llega de pronto la desesperación y el sinsabor.	0	0	0	1	0	0	0	1	1	0	0
2018-Es-06839	@AllDiscourages_ Por tu culpa me he acordado del crush y #tristeza	0	0	0	0	0	0	0	0	1	0	0
2018-Es-01102	Que tristeza prros. 😔	0	0	0	0	0	0	0	0	1	0	0
2018-Es-05522	Tardé más esperando que se calentara la empanada que lo que duró la pelea entre ellos JAJAKJASDFM.	0	0	0	0	1	0	0	0	0	0	0
2018-Es-01731	Hay tanta gente en el estadio que pensé que estaba jugando el gato jajaja 😁😂 #sarcasmo	0	0	0	0	1	0	0	0	0	0	0
2018-Es-00658	@pagina12 Lo unico q hacen es inaugurar/arreglar plazas. Vamos a comer pasto a este paso. Un horror	1	0	1	1	0	0	0	1	0	0	0
2018-Es-06485	Una de terror 🙏🙏🙏	0	1	0	1	0	0	0	0	0	0	0
2018-Es-06895	😍😍😍😍😍 Hay Diossssssss... me va a enloquecer!!!!!!	0	0	0	0	1	1	0	0	0	0	0
2018-Es-00589	Ya ni se por donde empezar. 😥	0	0	0	0	0	0	0	1	1	0	0
2018-Es-01540	Fav si qres una ft mia muy feto y graciosa	0	0	0	0	1	0	0	0	0	0	0
2018-Es-06927	Una lástima que se llevaran a @alo_oficial por delante... Salida perfecta, el podio estaba ahí... 😩 #Rabia #VamosFernando #GpSingapur #F1	1	0	0	0	0	0	0	0	1	0	0
2018-Es-02864	@kareen_sh Super si Bebé, el viernes, hay peda con Alda🙊 Yo más forever, eres la más divertida JAJAJAJA💓	0	1	0	0	1	0	0	0	0	0	0
2018-Es-04935	@NoTodoPasaTyC @Diego_DeGregori @LombaCaruso Y si, juega en milan. Vangioni también y Heinze jugó en el United y en el real. No jodamos	1	0	0	0	0	0	0	0	0	0	0
2018-Es-01850	Tengo las conversaciones mas interesantes con el. 😊	0	0	0	0	1	1	0	0	0	0	0
2018-Es-02385	Se cortó la luz. Alguien va a dejar de estudiar que alegría	0	0	0	0	1	0	0	0	0	0	0
2018-Es-02563	Uy lpm que miedo, espero que no sea nada grave	0	1	0	1	0	0	0	0	0	0	0
2018-Es-03632	Debo ser la única persona que en vacaciones se llena de trabajo porque lo elige... acá ya estamos en el sobre, cansada y feliz 🤗☺️	0	0	0	0	1	0	0	0	0	0	0
2018-Es-03565	@atomicbold Gracias! Buenas noches 	0	0	0	0	1	0	1	0	0	0	0
2018-Es-04371	Tengo mucho miedo.	0	0	0	1	0	0	0	0	0	0	0
2018-Es-04175	#BonusPop No puedo creer la partida de Chester Bennington, vocalista de Linkin Park. Fuiste una luz que iluminó este mundo tan oscuro😭	0	0	0	0	0	0	0	0	1	0	0
2018-Es-01632	@ManuelBartual Cómo se puede dormir si supuestamente ves a un hombre mirando hacia tu balcón to quieto 	0	0	0	1	0	0	0	0	0	0	0
2018-Es-05120	@SwxrdOfLight Pero.....¿cómo no...? —Le mira con su ceño ligeramente fruncido sin entenderlo.—	0	0	0	0	0	0	0	0	0	1	0
2018-Es-02305	Y fue en ese momento donde me Di cuenta que perdí lo único que me hacía sonreír día a día :(	0	0	0	0	0	0	0	0	1	0	0
2018-Es-06760	Ojalá mi Dr use Twitter y me lea  *Ya dame el alta brother no puedo seguir aburrido en casa me amargo si no trabajo	1	0	0	0	0	0	0	0	1	0	0
2018-Es-01497	De bobera la piba esta me dejo re preocupado 😟	0	0	0	1	0	0	0	0	1	0	0
